Date,Region,Customers,Product Type,Bag Size (kg),Quantity Sold,Unit Price,Total Revenue
1/27/2028,Kaduna,StoneWorks Ltd,White Cement,50,336,3552,1193472
1/28/2028,Abuja,Dangote Ltd,White Cement,50,344,3487,1199528
1/29/2028,Lagos,BuildRight Co,Portland Cement,25,660,3756,2478960
1/30/2028,Portharcourt,BuildRight Co,White Cement,50,999,2726,2723274
1/31/2028,Portharcourt,BuildRight Co,White Cement,25,285,3482,992370
2/1/2028,Portharcourt,MegaCem,White Cement,50,395,3498,1381710
2/2/2028,Kaduna,MegaCem,PPC,25,868,3081,2674308
2/3/2028,Lagos,MegaCem,White Cement,25,180,2112,380160
2/4/2028,Abuja,Dangote Ltd,White Cement,25,273,2472,674856
2/5/2028,Kano,Dangote Ltd,PPC,50,69,2417,166773
2/6/2028,Kano,Dangote Ltd,Portland Cement,25,956,3674,3512344
2/7/2028,Kano,MegaCem,PPC,50,601,3851,2314451
2/8/2028,Kaduna,BuildRight Co,White Cement,50,633,3311,2095863
2/9/2028,Abuja,Dangote Ltd,Slag Cement,25,544,3640,1980160
2/10/2028,Lagos,MegaCem,White Cement,50,811,2515,2039665
2/11/2028,Kano,Dangote Ltd,Slag Cement,25,688,2101,1445488
2/12/2028,Lagos,Dangote Ltd,Slag Cement,50,487,3014,1467818
2/13/2028,Kaduna,Eterna Plc,Slag Cement,50,362,2915,1055230
2/14/2028,Kano,Dangote Ltd,PPC,50,858,2937,2519946
2/15/2028,Kano,MegaCem,PPC,25,925,2476,2290300
2/16/2028,Portharcourt,Dangote Ltd,PPC,50,839,2252,1889428
2/17/2028,Lagos,MegaCem,Portland Cement,50,62,2299,142538
2/18/2028,Portharcourt,MegaCem,PPC,25,740,2171,1606540
2/19/2028,Abuja,BuildRight Co,Slag Cement,25,79,2399,189521
2/20/2028,Lagos,MegaCem,Slag Cement,50,693,3903,2704779
2/21/2028,Abuja,Eterna Plc,PPC,50,673,3752,2525096
2/22/2028,Abuja,Dangote Ltd,Slag Cement,50,655,2216,1451480
2/23/2028,Lagos,BuildRight Co,PPC,50,823,2806,2309338
2/24/2028,Portharcourt,MegaCem,Slag Cement,25,77,2702,208054
2/25/2028,Abuja,StoneWorks Ltd,PPC,25,248,2034,504432
2/26/2028,Kano,Eterna Plc,Portland Cement,50,258,3655,942990
2/27/2028,Portharcourt,BuildRight Co,White Cement,25,768,2808,2156544
2/28/2028,Abuja,Dangote Ltd,Portland Cement,25,803,3396,2726988
2/29/2028,Abuja,StoneWorks Ltd,White Cement,25,468,3183,1489644
3/1/2028,Portharcourt,Dangote Ltd,Slag Cement,50,680,2783,1892440
3/2/2028,Kaduna,Eterna Plc,Portland Cement,25,436,2902,1265272
3/3/2028,Kaduna,Dangote Ltd,Portland Cement,50,664,3201,2125464
3/4/2028,Kano,StoneWorks Ltd,White Cement,50,385,3364,1295140
3/5/2028,Kaduna,MegaCem,PPC,25,824,3453,2845272
3/6/2028,Abuja,Eterna Plc,Portland Cement,25,853,2986,2547058
3/7/2028,Abuja,StoneWorks Ltd,PPC,50,601,2296,1379896
3/8/2028,Abuja,BuildRight Co,Slag Cement,25,484,3703,1792252
3/9/2028,Kaduna,Dangote Ltd,Slag Cement,25,497,2797,1390109
3/10/2028,Lagos,StoneWorks Ltd,PPC,50,135,2828,381780
3/11/2028,Kano,Eterna Plc,Slag Cement,50,697,3208,2235976
3/12/2028,Portharcourt,Eterna Plc,White Cement,25,341,3823,1303643
3/13/2028,Kano,Eterna Plc,White Cement,25,399,3881,1548519
3/14/2028,Kano,BuildRight Co,White Cement,50,288,3252,936576
3/15/2028,Portharcourt,Eterna Plc,PPC,25,435,3254,1415490
3/16/2028,Abuja,MegaCem,Slag Cement,25,595,3364,2001580
3/17/2028,Kaduna,MegaCem,Slag Cement,50,298,3685,1098130
3/18/2028,Kano,BuildRight Co,White Cement,50,581,3989,2317609
3/19/2028,Lagos,BuildRight Co,Slag Cement,25,576,3728,2147328
3/20/2028,Kano,BuildRight Co,PPC,50,225,2315,520875
3/21/2028,Abuja,Dangote Ltd,White Cement,25,960,3027,2905920
3/22/2028,Lagos,Dangote Ltd,Portland Cement,50,362,3805,1377410
3/23/2028,Kano,BuildRight Co,PPC,25,700,2148,1503600
3/24/2028,Kaduna,StoneWorks Ltd,Slag Cement,25,100,2232,223200
3/25/2028,Abuja,Eterna Plc,Slag Cement,25,529,3115,1647835
3/26/2028,Kano,StoneWorks Ltd,PPC,25,379,2726,1033154
3/27/2028,Lagos,StoneWorks Ltd,PPC,25,911,3291,2998101
3/28/2028,Abuja,Dangote Ltd,Slag Cement,25,169,3242,547898
3/29/2028,Kano,BuildRight Co,PPC,50,438,2240,981120
3/30/2028,Portharcourt,Eterna Plc,Portland Cement,50,188,2620,492560
3/31/2028,Lagos,Eterna Plc,White Cement,50,945,3305,3123225
4/1/2028,Kano,MegaCem,Slag Cement,25,720,3220,2318400
4/2/2028,Abuja,BuildRight Co,PPC,50,513,2249,1153737
4/3/2028,Abuja,StoneWorks Ltd,Slag Cement,25,472,3205,1512760
4/4/2028,Kaduna,Dangote Ltd,Slag Cement,50,788,2362,1861256
4/5/2028,Lagos,StoneWorks Ltd,PPC,50,168,3292,553056
4/6/2028,Kaduna,StoneWorks Ltd,Portland Cement,25,53,3006,159318
4/7/2028,Kaduna,Eterna Plc,PPC,25,64,3747,239808
4/8/2028,Abuja,MegaCem,White Cement,25,876,2548,2232048
4/9/2028,Portharcourt,BuildRight Co,PPC,25,123,2918,358914
4/10/2028,Kano,StoneWorks Ltd,PPC,25,339,3575,1211925
4/11/2028,Portharcourt,StoneWorks Ltd,Portland Cement,50,363,2891,1049433
4/12/2028,Kano,BuildRight Co,PPC,25,364,3449,1255436
4/13/2028,Lagos,MegaCem,White Cement,25,319,3121,995599
4/14/2028,Portharcourt,BuildRight Co,Portland Cement,25,481,3733,1795573
4/15/2028,Abuja,Eterna Plc,Slag Cement,50,496,3992,1980032
4/16/2028,Lagos,StoneWorks Ltd,Slag Cement,25,79,2340,184860
4/17/2028,Portharcourt,BuildRight Co,White Cement,25,158,2295,362610
4/18/2028,Abuja,BuildRight Co,Slag Cement,25,123,2593,318939
4/19/2028,Kaduna,BuildRight Co,PPC,50,342,2069,707598
4/20/2028,Lagos,StoneWorks Ltd,PPC,25,173,3410,589930
4/21/2028,Portharcourt,StoneWorks Ltd,PPC,25,376,3454,1298704
4/22/2028,Portharcourt,Eterna Plc,White Cement,50,595,3590,2136050
4/23/2028,Kano,Dangote Ltd,White Cement,25,358,2066,739628
4/24/2028,Lagos,MegaCem,Slag Cement,25,229,3745,857605
4/25/2028,Portharcourt,Dangote Ltd,Portland Cement,50,357,3291,1174887
4/26/2028,Portharcourt,StoneWorks Ltd,PPC,25,486,3875,1883250
4/27/2028,Portharcourt,BuildRight Co,Slag Cement,50,915,2245,2054175
4/28/2028,Lagos,BuildRight Co,White Cement,50,482,2752,1326464
4/29/2028,Kano,Dangote Ltd,Portland Cement,25,684,3562,2436408
4/30/2028,Portharcourt,MegaCem,Slag Cement,50,179,2342,419218
5/1/2028,Portharcourt,Eterna Plc,Portland Cement,50,896,2484,2225664
5/2/2028,Portharcourt,StoneWorks Ltd,White Cement,25,410,2724,1116840
5/3/2028,Lagos,BuildRight Co,White Cement,25,309,3787,1170183
5/4/2028,Kano,StoneWorks Ltd,White Cement,50,363,3519,1277397
5/5/2028,Kaduna,Dangote Ltd,Slag Cement,25,92,2602,239384
5/6/2028,Lagos,BuildRight Co,Slag Cement,25,965,3051,2944215
5/7/2028,Kaduna,BuildRight Co,White Cement,25,826,2619,2163294
5/8/2028,Kano,Eterna Plc,Portland Cement,25,361,2645,954845
5/9/2028,Lagos,Dangote Ltd,Slag Cement,50,724,2328,1685472
5/10/2028,Portharcourt,StoneWorks Ltd,Portland Cement,50,892,3674,3277208
5/11/2028,Kaduna,MegaCem,Portland Cement,25,727,3495,2540865
5/12/2028,Abuja,Eterna Plc,Slag Cement,25,532,3592,1910944
5/13/2028,Abuja,MegaCem,PPC,50,737,3164,2331868
5/14/2028,Abuja,BuildRight Co,Slag Cement,25,470,3871,1819370
5/15/2028,Kano,StoneWorks Ltd,Slag Cement,25,329,3938,1295602
5/16/2028,Abuja,Dangote Ltd,White Cement,50,205,3637,745585
5/17/2028,Lagos,Eterna Plc,PPC,50,150,2708,406200
5/18/2028,Kano,MegaCem,Slag Cement,25,690,2381,1642890
5/19/2028,Kaduna,BuildRight Co,Slag Cement,25,320,2476,792320
5/20/2028,Kano,BuildRight Co,Portland Cement,50,114,2832,322848
5/21/2028,Kaduna,Eterna Plc,PPC,50,769,3308,2543852
5/22/2028,Abuja,BuildRight Co,White Cement,25,791,3930,3108630
5/23/2028,Portharcourt,MegaCem,PPC,25,846,2967,2510082
5/24/2028,Portharcourt,BuildRight Co,PPC,25,650,2430,1579500
5/25/2028,Kano,Dangote Ltd,Slag Cement,25,907,2112,1915584
5/26/2028,Abuja,StoneWorks Ltd,Portland Cement,50,585,2210,1292850
5/27/2028,Portharcourt,StoneWorks Ltd,PPC,25,572,3185,1821820
5/28/2028,Portharcourt,StoneWorks Ltd,Portland Cement,50,170,3581,608770
5/29/2028,Lagos,Dangote Ltd,PPC,50,439,2067,907413
5/30/2028,Lagos,BuildRight Co,White Cement,25,477,3653,1742481
5/31/2028,Abuja,MegaCem,Slag Cement,50,328,3625,1189000
6/1/2028,Kano,MegaCem,White Cement,50,935,3687,3447345
6/2/2028,Kaduna,StoneWorks Ltd,PPC,50,461,2938,1354418
6/3/2028,Abuja,Eterna Plc,PPC,25,534,2207,1178538
6/4/2028,Abuja,Eterna Plc,PPC,50,887,3232,2866784
6/5/2028,Abuja,Eterna Plc,PPC,25,787,2701,2125687
6/6/2028,Lagos,StoneWorks Ltd,PPC,50,299,2623,784277
6/7/2028,Abuja,StoneWorks Ltd,PPC,50,284,3994,1134296
6/8/2028,Lagos,Eterna Plc,Portland Cement,25,433,2905,1257865
6/9/2028,Kaduna,BuildRight Co,Portland Cement,50,532,3291,1750812
6/10/2028,Lagos,Dangote Ltd,Slag Cement,25,364,3859,1404676
6/11/2028,Kano,BuildRight Co,Slag Cement,50,477,3534,1685718
6/12/2028,Kano,BuildRight Co,PPC,50,834,2172,1811448
6/13/2028,Abuja,Dangote Ltd,Slag Cement,25,198,2481,491238
6/14/2028,Kano,BuildRight Co,White Cement,50,292,3206,936152
6/15/2028,Lagos,MegaCem,Portland Cement,25,246,3310,814260
6/16/2028,Abuja,StoneWorks Ltd,Portland Cement,50,957,3721,3560997
6/17/2028,Kano,MegaCem,PPC,50,430,3662,1574660
6/18/2028,Lagos,StoneWorks Ltd,Portland Cement,50,586,2242,1313812
6/19/2028,Kano,Eterna Plc,White Cement,50,678,2183,1480074
6/20/2028,Portharcourt,BuildRight Co,Portland Cement,50,749,2046,1532454
6/21/2028,Lagos,Dangote Ltd,Slag Cement,25,155,2533,392615
6/22/2028,Abuja,Eterna Plc,Slag Cement,50,471,3587,1689477
6/23/2028,Lagos,BuildRight Co,Portland Cement,50,990,3403,3368970
6/24/2028,Portharcourt,Dangote Ltd,Slag Cement,25,509,3782,1925038
6/25/2028,Kano,MegaCem,Portland Cement,50,653,3220,2102660
6/26/2028,Abuja,MegaCem,Portland Cement,25,125,2423,302875
6/27/2028,Lagos,StoneWorks Ltd,Slag Cement,25,707,3128,2211496
6/28/2028,Portharcourt,MegaCem,Slag Cement,50,974,2502,2436948
6/29/2028,Portharcourt,MegaCem,PPC,50,396,3167,1254132
6/30/2028,Kaduna,Dangote Ltd,Slag Cement,50,66,2024,133584
7/1/2028,Portharcourt,StoneWorks Ltd,Portland Cement,25,114,2042,232788
7/2/2028,Abuja,Dangote Ltd,Portland Cement,25,729,3401,2479329
7/3/2028,Abuja,MegaCem,PPC,50,757,2488,1883416
7/4/2028,Abuja,StoneWorks Ltd,White Cement,25,566,2304,1304064
7/5/2028,Lagos,Eterna Plc,Slag Cement,50,730,3131,2285630
7/6/2028,Lagos,StoneWorks Ltd,Slag Cement,25,439,2491,1093549
7/7/2028,Portharcourt,StoneWorks Ltd,PPC,25,206,2076,427656
7/8/2028,Portharcourt,BuildRight Co,Slag Cement,50,785,2170,1703450
7/9/2028,Portharcourt,StoneWorks Ltd,White Cement,25,111,3807,422577
7/10/2028,Kano,Eterna Plc,White Cement,50,598,3109,1859182
7/11/2028,Abuja,Dangote Ltd,White Cement,50,892,3146,2806232
7/12/2028,Portharcourt,StoneWorks Ltd,Slag Cement,25,191,3244,619604
7/13/2028,Kano,StoneWorks Ltd,PPC,50,840,2660,2234400
7/14/2028,Portharcourt,Dangote Ltd,Portland Cement,25,71,3035,215485
7/15/2028,Kaduna,Dangote Ltd,PPC,25,529,2056,1087624
7/16/2028,Lagos,MegaCem,Slag Cement,50,984,2027,1994568
7/17/2028,Portharcourt,StoneWorks Ltd,White Cement,50,350,2839,993650
7/18/2028,Portharcourt,StoneWorks Ltd,Slag Cement,50,253,3004,760012
7/19/2028,Kano,StoneWorks Ltd,Portland Cement,25,393,2737,1075641
7/20/2028,Abuja,StoneWorks Ltd,White Cement,25,51,2153,109803
7/21/2028,Lagos,MegaCem,Portland Cement,25,469,3234,1516746
7/22/2028,Portharcourt,StoneWorks Ltd,PPC,25,832,3011,2505152
7/23/2028,Abuja,MegaCem,Portland Cement,50,232,3070,712240
7/24/2028,Kano,StoneWorks Ltd,Slag Cement,50,226,3289,743314
7/25/2028,Kaduna,StoneWorks Ltd,Portland Cement,25,781,2620,2046220
7/26/2028,Abuja,Dangote Ltd,White Cement,25,73,2717,198341
7/27/2028,Abuja,Dangote Ltd,Portland Cement,50,733,2923,2142559
7/28/2028,Lagos,Dangote Ltd,White Cement,25,712,3186,2268432
7/29/2028,Kano,BuildRight Co,White Cement,50,85,3696,314160
7/30/2028,Kaduna,Dangote Ltd,White Cement,50,935,3058,2859230
7/31/2028,Lagos,BuildRight Co,White Cement,50,967,2851,2756917
8/1/2028,Kano,BuildRight Co,White Cement,50,178,3699,658422
8/2/2028,Abuja,BuildRight Co,Portland Cement,25,966,3103,2997498
8/3/2028,Kaduna,Eterna Plc,Slag Cement,25,518,3427,1775186
8/4/2028,Abuja,MegaCem,Slag Cement,50,226,3661,827386
8/5/2028,Abuja,Eterna Plc,White Cement,50,613,2078,1273814
8/6/2028,Abuja,StoneWorks Ltd,Portland Cement,50,991,3382,3351562
8/7/2028,Abuja,Dangote Ltd,PPC,25,259,3299,854441
8/8/2028,Portharcourt,Dangote Ltd,Portland Cement,25,363,2377,862851
8/9/2028,Abuja,MegaCem,PPC,50,516,2689,1387524
8/10/2028,Lagos,StoneWorks Ltd,White Cement,25,690,3931,2712390
8/11/2028,Kano,Dangote Ltd,White Cement,25,777,2757,2142189
8/12/2028,Portharcourt,BuildRight Co,PPC,25,231,2338,540078
8/13/2028,Abuja,BuildRight Co,Slag Cement,50,740,3500,2590000
8/14/2028,Portharcourt,Eterna Plc,Portland Cement,25,973,3631,3532963
8/15/2028,Kaduna,Dangote Ltd,Portland Cement,50,836,2941,2458676
8/16/2028,Kaduna,Eterna Plc,White Cement,50,191,2095,400145
8/17/2028,Kano,Eterna Plc,PPC,25,530,2006,1063180
8/18/2028,Kaduna,BuildRight Co,PPC,25,653,3891,2540823
8/19/2028,Abuja,Eterna Plc,Portland Cement,50,945,2467,2331315
8/20/2028,Portharcourt,MegaCem,White Cement,50,745,3594,2677530
8/21/2028,Portharcourt,StoneWorks Ltd,Portland Cement,25,841,2939,2471699
8/22/2028,Portharcourt,BuildRight Co,Slag Cement,25,858,3684,3160872
8/23/2028,Portharcourt,BuildRight Co,Slag Cement,50,722,2958,2135676
8/24/2028,Abuja,Dangote Ltd,Slag Cement,25,790,2635,2081650
8/25/2028,Portharcourt,Dangote Ltd,White Cement,50,802,3200,2566400
8/26/2028,Abuja,StoneWorks Ltd,PPC,25,530,3665,1942450
8/27/2028,Abuja,BuildRight Co,PPC,50,93,2068,192324
8/28/2028,Kano,MegaCem,White Cement,50,597,2111,1260267
8/29/2028,Abuja,MegaCem,Portland Cement,50,772,3568,2754496
8/30/2028,Portharcourt,MegaCem,White Cement,25,132,3347,441804
8/31/2028,Kano,StoneWorks Ltd,PPC,50,949,2801,2658149
9/1/2028,Kano,StoneWorks Ltd,Slag Cement,25,220,3309,727980
9/2/2028,Kaduna,MegaCem,Portland Cement,25,992,2145,2127840
9/3/2028,Portharcourt,Eterna Plc,Portland Cement,25,792,2289,1812888
9/4/2028,Portharcourt,BuildRight Co,PPC,25,192,2314,444288
9/5/2028,Kaduna,StoneWorks Ltd,PPC,50,562,2572,1445464
9/6/2028,Lagos,Eterna Plc,PPC,25,731,2372,1733932
9/7/2028,Kano,Dangote Ltd,Slag Cement,25,139,2620,364180
9/8/2028,Portharcourt,MegaCem,White Cement,25,764,2861,2185804
9/9/2028,Portharcourt,Eterna Plc,Portland Cement,25,162,3556,576072
9/10/2028,Portharcourt,BuildRight Co,Portland Cement,25,977,2178,2127906
9/11/2028,Kano,Eterna Plc,PPC,50,172,3945,678540
9/12/2028,Kaduna,StoneWorks Ltd,PPC,50,145,2645,383525
9/13/2028,Kaduna,Dangote Ltd,Slag Cement,50,873,3626,3165498
9/14/2028,Portharcourt,BuildRight Co,White Cement,50,277,2720,753440
9/15/2028,Lagos,MegaCem,Slag Cement,50,795,2109,1676655
9/16/2028,Kaduna,StoneWorks Ltd,White Cement,25,492,3822,1880424
9/17/2028,Lagos,BuildRight Co,Slag Cement,50,799,3031,2421769
9/18/2028,Abuja,StoneWorks Ltd,Slag Cement,50,338,2587,874406
9/19/2028,Kano,MegaCem,Slag Cement,25,183,3964,725412
9/20/2028,Kaduna,MegaCem,PPC,50,226,2419,546694
9/21/2028,Lagos,Eterna Plc,Portland Cement,50,479,2970,1422630
9/22/2028,Abuja,BuildRight Co,PPC,50,625,3105,1940625
9/23/2028,Kaduna,BuildRight Co,White Cement,25,915,3869,3540135
9/24/2028,Kaduna,MegaCem,Portland Cement,50,714,2022,1443708
9/25/2028,Kaduna,StoneWorks Ltd,Slag Cement,25,159,3521,559839
9/26/2028,Kaduna,StoneWorks Ltd,Slag Cement,25,706,2211,1560966
9/27/2028,Lagos,BuildRight Co,Portland Cement,25,300,3002,900600
9/28/2028,Abuja,StoneWorks Ltd,PPC,25,84,2062,173208
9/29/2028,Kaduna,Dangote Ltd,PPC,50,321,2380,763980
9/30/2028,Abuja,BuildRight Co,PPC,50,439,2269,996091
10/1/2028,Kano,Dangote Ltd,White Cement,25,320,2584,826880
10/2/2028,Lagos,Dangote Ltd,PPC,25,466,3196,1489336
10/3/2028,Portharcourt,MegaCem,Portland Cement,50,261,3331,869391
10/4/2028,Kaduna,Dangote Ltd,PPC,25,785,2764,2169740
10/5/2028,Portharcourt,MegaCem,Portland Cement,25,699,3138,2193462
10/6/2028,Portharcourt,Dangote Ltd,White Cement,25,108,3849,415692
10/7/2028,Kano,StoneWorks Ltd,PPC,50,220,3543,779460
10/8/2028,Kaduna,Eterna Plc,White Cement,50,849,2419,2053731
10/9/2028,Abuja,MegaCem,Portland Cement,50,700,3504,2452800
10/10/2028,Kaduna,BuildRight Co,Slag Cement,50,734,3417,2508078
10/11/2028,Kaduna,Dangote Ltd,Portland Cement,25,578,3801,2196978
10/12/2028,Lagos,Eterna Plc,White Cement,50,129,2262,291798
10/13/2028,Portharcourt,Dangote Ltd,White Cement,25,448,2662,1192576
10/14/2028,Abuja,Dangote Ltd,PPC,50,375,2659,997125
10/15/2028,Abuja,Eterna Plc,Portland Cement,50,540,2700,1458000
10/16/2028,Portharcourt,Eterna Plc,Portland Cement,50,60,3640,218400
10/17/2028,Portharcourt,BuildRight Co,Portland Cement,50,725,3375,2446875
10/18/2028,Abuja,StoneWorks Ltd,Slag Cement,25,327,3028,990156
10/19/2028,Abuja,Eterna Plc,White Cement,50,76,2971,225796
10/20/2028,Lagos,BuildRight Co,Slag Cement,25,280,2255,631400
10/21/2028,Kaduna,StoneWorks Ltd,Slag Cement,50,927,3223,2987721
10/22/2028,Lagos,StoneWorks Ltd,White Cement,25,308,3644,1122352
10/23/2028,Abuja,StoneWorks Ltd,Slag Cement,50,254,2846,722884
10/24/2028,Lagos,StoneWorks Ltd,White Cement,25,295,2497,736615
10/25/2028,Abuja,Dangote Ltd,PPC,25,116,2611,302876
10/26/2028,Abuja,BuildRight Co,Slag Cement,25,437,2623,1146251
10/27/2028,Abuja,StoneWorks Ltd,Portland Cement,50,996,2558,2547768
10/28/2028,Lagos,Dangote Ltd,White Cement,50,241,3535,851935
10/29/2028,Kano,BuildRight Co,White Cement,50,617,2301,1419717
10/30/2028,Portharcourt,Eterna Plc,White Cement,25,578,2565,1482570
10/31/2028,Lagos,MegaCem,White Cement,25,482,2699,1300918
11/1/2028,Kano,StoneWorks Ltd,White Cement,50,289,2172,627708
11/2/2028,Lagos,Dangote Ltd,PPC,25,525,2941,1544025
11/3/2028,Lagos,Dangote Ltd,Portland Cement,25,838,2664,2232432
11/4/2028,Lagos,MegaCem,Portland Cement,25,80,2478,198240
11/5/2028,Kano,Dangote Ltd,Slag Cement,50,748,3438,2571624
11/6/2028,Lagos,StoneWorks Ltd,Portland Cement,50,247,2294,566618
11/7/2028,Kano,Dangote Ltd,Portland Cement,25,942,3265,3075630
11/8/2028,Lagos,Dangote Ltd,Portland Cement,25,839,2947,2472533
11/9/2028,Kano,BuildRight Co,White Cement,50,518,2094,1084692
11/10/2028,Kano,Dangote Ltd,Portland Cement,25,829,2711,2247419
11/11/2028,Abuja,MegaCem,Slag Cement,25,979,2828,2768612
11/12/2028,Abuja,StoneWorks Ltd,White Cement,25,140,3638,509320
11/13/2028,Portharcourt,StoneWorks Ltd,PPC,50,311,2257,701927
11/14/2028,Lagos,Eterna Plc,White Cement,50,277,3056,846512
11/15/2028,Kano,BuildRight Co,Slag Cement,50,983,3366,3308778
11/16/2028,Lagos,Eterna Plc,Portland Cement,50,174,2754,479196
11/17/2028,Kaduna,MegaCem,Portland Cement,50,289,3506,1013234
11/18/2028,Kano,MegaCem,White Cement,50,719,3114,2238966
11/19/2028,Portharcourt,BuildRight Co,Portland Cement,25,589,2615,1540235
11/20/2028,Kaduna,BuildRight Co,Portland Cement,50,224,3451,773024
11/21/2028,Kaduna,Eterna Plc,PPC,25,277,3632,1006064
11/22/2028,Lagos,Dangote Ltd,PPC,50,805,2078,1672790
11/23/2028,Lagos,Dangote Ltd,Slag Cement,50,579,2681,1552299
11/24/2028,Portharcourt,BuildRight Co,PPC,50,788,3642,2869896
11/25/2028,Portharcourt,StoneWorks Ltd,Portland Cement,25,90,3245,292050
11/26/2028,Kaduna,Eterna Plc,Slag Cement,25,546,3194,1743924
11/27/2028,Portharcourt,BuildRight Co,White Cement,25,353,3808,1344224
11/28/2028,Abuja,StoneWorks Ltd,PPC,50,198,3888,769824
11/29/2028,Abuja,StoneWorks Ltd,Slag Cement,25,219,3187,697953
11/30/2028,Lagos,Dangote Ltd,PPC,50,315,2625,826875
12/1/2028,Kano,Dangote Ltd,White Cement,25,175,2951,516425
12/2/2028,Abuja,StoneWorks Ltd,White Cement,50,259,3868,1001812
12/3/2028,Kano,BuildRight Co,White Cement,25,753,2541,1913373
12/4/2028,Kano,StoneWorks Ltd,White Cement,25,763,3927,2996301
12/5/2028,Abuja,Eterna Plc,PPC,50,563,2015,1134445
12/6/2028,Abuja,MegaCem,White Cement,25,975,3368,3283800
12/7/2028,Abuja,MegaCem,Slag Cement,50,188,2547,478836
12/8/2028,Portharcourt,BuildRight Co,White Cement,50,910,3837,3491670
12/9/2028,Kaduna,Dangote Ltd,Portland Cement,25,420,3346,1405320
12/10/2028,Kaduna,StoneWorks Ltd,White Cement,50,424,3070,1301680
12/11/2028,Kano,Dangote Ltd,Slag Cement,25,180,3703,666540
12/12/2028,Portharcourt,Dangote Ltd,White Cement,50,331,2000,662000
12/13/2028,Abuja,StoneWorks Ltd,PPC,25,475,3087,1466325
12/14/2028,Abuja,StoneWorks Ltd,PPC,25,829,3285,2723265
12/15/2028,Abuja,BuildRight Co,White Cement,25,413,3058,1262954
12/16/2028,Portharcourt,StoneWorks Ltd,White Cement,25,126,2288,288288
12/17/2028,Abuja,StoneWorks Ltd,PPC,25,562,2477,1392074
12/18/2028,Abuja,StoneWorks Ltd,PPC,50,620,3112,1929440
12/19/2028,Portharcourt,MegaCem,PPC,50,269,2089,561941
12/20/2028,Lagos,StoneWorks Ltd,Slag Cement,50,450,2620,1179000
12/21/2028,Kaduna,MegaCem,White Cement,50,284,2810,798040
12/22/2028,Kaduna,BuildRight Co,PPC,50,712,3237,2304744
12/23/2028,Abuja,Dangote Ltd,Portland Cement,50,984,3729,3669336
12/24/2028,Kano,Eterna Plc,Portland Cement,25,193,3537,682641
12/25/2028,Abuja,Dangote Ltd,Portland Cement,50,139,3056,424784
12/26/2028,Lagos,StoneWorks Ltd,PPC,50,351,2673,938223
12/27/2028,Lagos,Dangote Ltd,White Cement,25,102,2374,242148
12/28/2028,Kano,Eterna Plc,PPC,25,562,3174,1783788
12/29/2028,Kaduna,Dangote Ltd,White Cement,50,366,3796,1389336
12/30/2028,Portharcourt,Dangote Ltd,PPC,25,748,2518,1883464
12/31/2028,Abuja,StoneWorks Ltd,Portland Cement,25,930,2685,2497050
1/1/2029,Portharcourt,Dangote Ltd,Slag Cement,50,980,3563,3491740
1/2/2029,Abuja,StoneWorks Ltd,Slag Cement,50,845,2173,1836185
1/3/2029,Kaduna,BuildRight Co,White Cement,25,179,3042,544518
1/4/2029,Lagos,MegaCem,PPC,25,873,2510,2191230
1/5/2029,Kano,StoneWorks Ltd,Portland Cement,25,694,3506,2433164
1/6/2029,Kaduna,StoneWorks Ltd,PPC,50,127,2282,289814
1/7/2029,Kaduna,BuildRight Co,PPC,50,645,2600,1677000
1/8/2029,Kano,MegaCem,Slag Cement,25,407,3789,1542123
1/9/2029,Lagos,Eterna Plc,White Cement,50,398,3274,1303052
1/10/2029,Kano,MegaCem,White Cement,50,939,3894,3656466
1/11/2029,Abuja,StoneWorks Ltd,Portland Cement,25,506,2353,1190618
1/12/2029,Abuja,Dangote Ltd,Portland Cement,50,263,3626,953638
1/13/2029,Portharcourt,Dangote Ltd,Slag Cement,50,217,2151,466767
1/14/2029,Kano,BuildRight Co,PPC,50,836,2351,1965436
1/15/2029,Kaduna,StoneWorks Ltd,Slag Cement,25,393,2499,982107
1/16/2029,Kaduna,Dangote Ltd,White Cement,50,783,3744,2931552
1/17/2029,Kaduna,Dangote Ltd,White Cement,50,343,3999,1371657
1/18/2029,Abuja,Eterna Plc,White Cement,25,787,2405,1892735
1/19/2029,Lagos,MegaCem,White Cement,25,859,2561,2199899
1/20/2029,Portharcourt,BuildRight Co,White Cement,50,975,2008,1957800
1/21/2029,Portharcourt,StoneWorks Ltd,PPC,50,747,2032,1517904
1/22/2029,Lagos,Eterna Plc,PPC,50,132,2284,301488
1/23/2029,Kaduna,Eterna Plc,Slag Cement,25,980,3364,3296720
1/24/2029,Abuja,BuildRight Co,PPC,25,612,2325,1422900
1/25/2029,Abuja,MegaCem,White Cement,25,575,2186,1256950
1/26/2029,Kano,StoneWorks Ltd,PPC,25,378,3213,1214514
1/27/2029,Kano,Eterna Plc,Slag Cement,50,98,2788,273224
1/28/2029,Kaduna,StoneWorks Ltd,PPC,50,104,2884,299936
1/29/2029,Kano,MegaCem,White Cement,25,94,2139,201066
1/30/2029,Lagos,StoneWorks Ltd,Portland Cement,50,159,3192,507528
1/31/2029,Abuja,BuildRight Co,White Cement,25,203,2920,592760
2/1/2029,Kano,MegaCem,Slag Cement,50,483,2867,1384761
2/2/2029,Abuja,Dangote Ltd,Slag Cement,25,87,3892,338604
2/3/2029,Abuja,BuildRight Co,White Cement,25,348,2181,758988
